ID;BOT_ID;ALIAS;LANGUAGE;GUILD;GUILD_LEVEL;Level;FACTION;AM_Aulari;DM_Aulari;TM_Aulari;P_Aulari;AM_Carpa;DM_Carpa;TM_Carpa;P_Carpa;AM_Civica;DM_Civica;TM_Civica;P_Civica;AM_Comunicacio;DM_Comunicacio;TM_Comunicacio;P_Comunicacio;AM_EB_Sud;DM_EB_Sud;TM_EB_Sud;P_EB_Sud;AM_EB_Nord;DM_EB_Nord;TM_EB_Nord;P_EB_Nord;AM_EB_Central;DM_EB_Central;TM_EB_Central;P_EB_Central;AM_Educacio;DM_Educacio;TM_Educacio;P_Educacio;AM_ETSE;DM_ETSE;TM_ETSE;P_ETSE;AM_FTI;DM_FTI;TM_FTI;P_FTI;AM_Med;DM_Med;TM_Med;P_Med;AM_SAF;DM_SAF;TM_SAF;P_SAF;AM_Torres;DM_Torres;TM_Torres;P_Torres;AM_Vet;DM_Vet;TM_Vet;P_Vet;AM_EC;DM_EC;TM_EC;P_EC;WAKE;AM_BOT;DM_BOT;TM_BOT;P_BOT;AM_EM;WOKE
54;1727235285;Akina;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ;COM2, COM1;2;20; ;BSUD1;1;10; ;BNORD3;1;10; ;BCEN1;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;SAF1;1;10; ; ;0;0; ; ;0;0; ;C5, C4, C6, C8, C7;5;50.0;NO; ; ;0;0;;
55;1957023442;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
56;2028857847;no_alias;ca;AcElGaS GaRrApIñAdAs;Newbie;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
57;2001584167;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
58;1917523820;nataly0020;ca;Escuadrón Suicida;Miembro Beta;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ;COM1, COM2;2;20; ;BSUD2, BSUD1;2;20; ; ;0;0; ;BCEN1;1;10; ; ;0;0; ; ;0;0; ;FTI1, FTI2;2;20;MED2;MED3;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ;C4, C7;2;20.0;NO; ; ;0;0;;
59;1975576679;Clua;ca;Patatas;Newbie;Mod;Corruptus; ; ;0;0; ; ;0;0; ;MISFI1;1;0; ; ;0;0;BSUD23; ;0;0; ; ;0;0;BCEN36; ;0;0; ; ;0;0; ; ;0;0;FTI26; ;0;0; ; ;0;0; ;SAF23;1;10; ; ;0;0; ; ;0;0; ;C4;1;10.0;NO; ; ;0;0;;
60;1651633744;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
61;2034151605;MireiaPuta;ca;Babosas;Babosa Sin Coche;Player;Corruptus; ; ;0;0; ;OCULT1;1;0; ;CORRU1, CORRU2, CORRU3, MISFI1, MISFI2, MISFI4, LORE40;7;-10; ;COM2, COM1, COM24, COM35, COM23, COM36, COM40;7;80; ;BSUD1, BSUD2, BSUD23, BSUD24, BSUD36, BSUD35;6;60; ;BNORD3, BNORD2, BNORD1, BNORD26, BNORD25, BNORD24, BNORD39, BNORD38, BNORD37;9;90; ;BCEN2, BCEN1, BCEN24, BCEN23, BCEN36, BCEN35, BCEN40;7;130; ; ;0;0; ;ETSE2, ETSE1, ETSE3, ETSE25, ETSE38, ETSE24, ETSE26, ETSE37, ETSE39, ETSE40;10;120; ;FTI3, FTI1, FTI2, FTI24, FTI25, FTI26, FTI39, FTI37, FTI38, FTI40;10;120; ;MED2, MED3, MED1, MED24, MED26, MED25, MED37, MED39, MED38, MED40;10;120; ;SAF1, SAF2, SAF23, SAF24, SAF36, SAF35, SAF40;7;80; ; ;0;0; ;VET1, VET2, VET24, VET23, VET36, VET35, VET40;7;80; ;C4, C6, C5, C8, C7, C212, C29, C213, C211, C318, C314, C316, C317, C315, C210, C40;16;200.0;YES; ;19W2B2fg, 6RtQ87cdJ3, 94RpTa6Y2m34, P59sDDf2T1QyCCv36, TQP95HHFD374FEW3N477;5;5;;
62;2019764660;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
63;806835457;cogombret;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ;COM2;1;10; ;BSUD2;1;10; ;BNORD2;1;10;BCEN1; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;C5;1;10.0;NO; ; ;0;0;;
64;940298881;sinon;ca;AcademiaHumans;Newbie;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ;COM1, COM2, COM36, COM35;4;40; ;BSUD1, BSUD23;2;20; ; ;0;0; ; ;0;0; ; ;0;0; ;ETSE1, ETSE25, ETSE3, ETSE24, ETSE39;5;50; ; ;0;0; ;MED3, MED2, MED24, MED26, MED25, MED37, MED40;7;90; ;SAF1, SAF2, SAF23;3;30; ; ;0;0; ;VET1;1;10; ;C5, C318, C212, C6, C8, C7;6;60.0;NO; ; ;0;0;;
65;1629636974;NigerianaQueen;ca;Escuadrón Suicida;Consejera;Player;Anomalis; ; ;0;0; ; ;0;0;ANOMA2;ANOMA1;1;0; ;COM1, COM2, COM36, COM35, COM23;5;50; ;BSUD2, BSUD1, BSUD24, BSUD23;4;40; ;BNORD1, BNORD3, BNORD2, BNORD25, BNORD24, BNORD26;6;60; ;BCEN1, BCEN2, BCEN23;3;30; ; ;0;0; ;ETSE1, ETSE2, ETSE3;3;30; ;FTI3, FTI2, FTI1, FTI24, FTI25, FTI26;6;60;MED26;MED2, MED1, MED3;3;30; ;SAF1, SAF2;2;20; ; ;0;0; ;VET1, VET2;2;20; ;C5, C4, C6, C8, C7;5;50.0;NO; ; ;0;0;;
66;660005103;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0;C4; ;0;0.0;NO; ; ;0;0;;
67;311074613;Enricristo;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
68;1754447751;Dark Phoenix;ca;Escuadrón Suicida;Founder;Player;Anomalis; ; ;0;0; ; ;0;0; ;ANOMA1;1;0; ;COM1, COM2, COM40, COM36, COM35, COM23, COM24;7;80; ;BSUD2, BSUD1, BSUD24, BSUD23, BSUD35;5;50; ;BNORD3, BNORD1, BNORD2, BNORD25, BNORD24, BNORD26;6;60; ;BCEN2, BCEN1, BCEN23, BCEN24;4;40; ; ;0;0; ;ETSE2, ETSE1, ETSE3, ETSE24, ETSE25, ETSE26;6;60;FTI37;FTI3, FTI2, FTI1, FTI24, FTI25, FTI26, FTI38, FTI39;8;80; ;MED2, MED1, MED3, MED37, MED38, MED39, MED40, MED26, MED25;9;110; ;SAF1, SAF2, SAF24, SAF23;4;40; ; ;0;0; ;VET1, VET2;2;20; ;C8, C5, C4, C6, C7;5;50.0;YES; ;19W2B2fg;1;1;;
69;1086700179;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
70;914522100;Leone Scotty;ca;Escuadrón Suicida;Mano derecha;Player;Anomalis; ; ;0;0; ; ;0;0; ;ANOMA1, ANOMA3, MISFI1, MISFI2;4;0; ;COM1, COM2, COM24, COM36, COM35, COM40, COM23;7;80; ;BSUD2, BSUD1, BSUD24, BSUD23, BSUD36, BSUD35;6;60; ;BNORD3, BNORD1, BNORD2, BNORD25, BNORD24, BNORD26;6;60; ;BCEN2, BCEN1, BCEN23, BCEN24;4;40; ; ;0;0; ;ETSE3, ETSE2, ETSE1, ETSE24, ETSE25, ETSE26;6;60;FTI37;FTI3, FTI2, FTI1, FTI24, FTI25, FTI26, FTI38, FTI39;8;80; ;MED2, MED1, MED3, MED39, MED37, MED38, MED25, MED26;8;80; ;SAF1, SAF2, SAF24, SAF23;4;40; ; ;0;0; ;VET1, VET2;2;20; ;C8, C5, C4, C6, C7;5;50.0;YES;19W2B2fg; ;0;0;;
71;2032454646;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
72;470121235;eira;ca;chao bts;Founder;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BNORD3, BNORD2;2;20; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI1, FTI2, FTI3;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
73;2043447652;no_alias;ca;chao bts;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
74;2043908709;no_alias;ca;chao bts;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
75;2010704829;Paual;ca;chao bts;veterana calva;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BNORD3, BNORD2;2;20; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI1, FTI2, FTI3;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
76;2025261917;no_alias;ca;chao bts;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BNORD3, BNORD2;2;20; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI2, FTI3;2;20; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
77;2016660914;no_alias;ca;chao bts;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
78;2044401284;no_alias;ca;chao bts;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
79;180794993;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
80;2038812035;Sirenita;ca;Chisme;Newbie;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ;COM1, COM2;2;20; ;BSUD1;1;10; ;BNORD3, BNORD26;2;20; ;BCEN1, BCEN2;2;20; ; ;0;0; ; ;0;0;FTI24;FTI1, FTI2, FTI3;3;30; ; ;0;0; ;SAF1, SAF2;2;20; ; ;0;0; ; ;0;0; ;C4;1;10.0;NO; ; ;0;0;;
81;-422446255;no_alias;ca;CORRUPTUS;Newbie;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
82;2002095919;Nena Rancia;ca;Chisme;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BSUD1;1;10; ;BNORD3, BNORD26;2;20; ;BCEN1;1;10; ; ;0;0; ; ;0;0;FTI26;FTI1, FTI2, FTI3;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
83;1993242841;divina;ca;Chisme;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BNORD3;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI1, FTI3, FTI2;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
84;1095866102;Insomnia;ca;Chaos, insomnia & gay disasters;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BNORD25;1;10; ;BCEN2;1;10; ; ;0;0; ; ;0;0; ;FTI1;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
85;1864244483;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
86;2012624199;Ulrich;ca;Escuadrón Suicida;Consejero;Player;Anomalis; ; ;0;0; ; ;0;0; ;ANOMA3;1;0; ;COM2, COM24, COM36, COM35, COM40;5;60;BSUD35;BSUD1, BSUD36;2;20; ;BNORD1, BNORD3, BNORD2;3;30; ;BCEN2, BCEN1;2;20; ; ;0;0; ;ETSE1, ETSE2, ETSE3;3;30; ;FTI1, FTI2, FTI3;3;30; ;MED3, MED39, MED37;3;30; ;SAF1, SAF2;2;20; ; ;0;0; ;VET1, VET2;2;20; ;C8, C4, C5, C6;4;40.0;NO; ; ;0;0;;
87;1965113729;MartaPúta;ca;Babosas;Babosa Sense Cotxe 2;Player;Corruptus; ; ;0;0; ; ;0;0; ;CORRU1, CORRU2, CORRU3, LORE40, MISFI2, MISFI4;6;-10; ; ;0;0; ;BSUD1, BSUD2;2;20; ;BNORD1, BNORD2, BNORD3, BNORD39, BNORD38;5;50; ;BCEN1, BCEN2, BCEN36, BCEN23, BCEN24, BCEN35, BCEN1;7;70; ; ;0;0; ; ;0;0; ;FTI3, FTI1, FTI2;3;30; ; ;0;0; ;SAF1, SAF2;2;20; ; ;0;0; ;VET1, VET2;2;20; ;C4, C6, C8, C7, C5, C210;6;60.0;NO; ; ;0;0;;
88;745480358;Gay disaster;ca;Chaos, insomnia & gay disasters;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
89;1937150907;La mare;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;C5;1;10.0;NO; ; ;0;0;;
90;1202684287;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;MED2;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
91;1962815085;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
92;471234561;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;ETSE3;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
93;2013588306;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0;MED3;MED2;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
94;2049608114;Rowan;ca;inglesitas;payase;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BSUD1, BSUD2;2;20; ;BNORD3, BNORD2, BNORD1, BNORD25, BNORD24, BNORD39, BNORD38;7;70; ;BCEN1, BCEN2;2;20; ; ;0;0; ; ;0;0; ;FTI1, FTI2, FTI3;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
95;2006658064;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0;FTI2; ;0;0; ; ;0;0; ;SAF1;1;10; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
96;329924789;Sori;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;ETSE3;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
97;2030733171;zen;ro;ministerio mapache;Founder;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;ETSE1, ETSE3, ETSE2;3;30; ; ;0;0; ; ;0;0; ;SAF1;1;10; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
98;2041921273;Cuadro;ca;ministerio mapache;Newbie;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;ETSE1, ETSE3, ETSE2;3;30; ; ;0;0; ; ;0;0; ;SAF1;1;10; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
99;1866782191;Gafomagno;ca;MagnetotactiCUMS;Founder;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
100;885900308;blustruc;ca;MagnetotactiCUMS;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
101;-579961658;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
102;1321770279;Mat;ca;Valeria;veterano;Player;Anomalis; ; ;0;0; ; ;0;0; ;ANOMA1;1;0; ;COM2;1;10;BSUD24; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;MED3;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
103;1690480656;bilis;ca;Valeria;veterano;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ;COM2;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
104;696300001;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
105;843606359;Astra;ca;Valeria;Founder;Player;Anomalis; ; ;0;0; ; ;0;0; ;ANOMA1;1;0; ;COM2;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;MED3;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
106;65741497;Alemani;ca;Escuadrón Suicida;Miembro Beta;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
107;2017565109;no_alias;ca;Patatas;Newbie;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
108;2033611535;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
109;1756218104;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;SAF1;1;10; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
110;1609903213;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
111;7892131;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
112;1680302845;no_alias;ca;chao bts;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
113;1938075397;Dada;ca;Chisme;Newbie;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ;COM1, COM2;2;20; ;BSUD1;1;10; ;BNORD3;1;10; ;BCEN1, BCEN2;2;20; ; ;0;0; ; ;0;0;FTI26;FTI1, FTI2, FTI3;3;30; ; ;0;0; ;SAF1, SAF2;2;20; ; ;0;0; ; ;0;0; ;C4;1;10.0;NO; ; ;0;0;;
114;2032383551;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI3;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
115;1803848766;ilargia;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;C5, C4;2;20.0;NO; ; ;0;0;;
116;2015663350;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
117;1194823483;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
118;1885167909;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
119;1955660878;WhitneyOnCrack;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ;COM1, COM2;2;20; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;ETSE3;1;10; ;FTI25, FTI1;2;20; ;MED3, MED2, MED1;3;30; ;SAF1, SAF2;2;20; ; ;0;0; ;VET2, VET1;2;20; ;C4, C6, C8, C213;4;40.0;NO; ; ;0;0;;
